dataset,table,column,type,description
dt_google_ads_3171328350,p_ads_BudgetStats_3171328350,metrics_ctr,FLOAT,The number of clicks your ad receives (Clicks) divided by the number of times your ad is shown (Impressions).
dt_google_ads_3171328350,p_ads_BudgetStats_3171328350,metrics_engagement_rate,FLOAT,How often people engage with your ad after it's shown to them. This is the number of ad expansions divided by the number of times your ad is shown.
dt_google_ads_3171328350,p_ads_BudgetStats_3171328350,metrics_engagements,INTEGER,"The number of engagements. An engagement occurs when a viewer expands your Lightbox ad. Also, in the future, other ad types may support engagement metrics."
dt_google_ads_3171328350,p_ads_BudgetStats_3171328350,metrics_impressions,INTEGER,Count of how often your ad has appeared on a search results page or website on the Google Network.
dt_google_ads_3171328350,p_ads_BudgetStats_3171328350,metrics_interaction_event_types,STRING,The types of payable and free interactions.
dt_google_ads_3171328350,p_ads_BudgetStats_3171328350,metrics_interaction_rate,FLOAT,How often people interact with your ad after it is shown to them. This is the number of interactions divided by the number of times your ad is shown.
dt_google_ads_3171328350,p_ads_BudgetStats_3171328350,metrics_interactions,INTEGER,"The number of interactions. An interaction is the main user action associated with an ad format-clicks for text and shopping ads, views for video ads, and so on."
dt_google_ads_3171328350,p_ads_BudgetStats_3171328350,metrics_value_per_all_conversions,FLOAT,The value of all conversions divided by the number of all conversions.
dt_google_ads_3171328350,p_ads_BudgetStats_3171328350,metrics_value_per_conversion,FLOAT,The value of conversions divided by the number of conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true.
dt_google_ads_3171328350,p_ads_BudgetStats_3171328350,metrics_video_view_rate,FLOAT,"The number of views your TrueView video ad receives divided by its number of impressions, including thumbnail impressions for TrueView in-display ads."
dt_google_ads_3171328350,p_ads_BudgetStats_3171328350,metrics_video_views,INTEGER,The number of times your video ads were viewed.
dt_google_ads_3171328350,p_ads_BudgetStats_3171328350,metrics_view_through_conversions,INTEGER,"The total number of view-through conversions. These happen when a customer sees an image or rich media ad, then later completes a conversion on your site without interacting with (e.g., clicking on) another ad."
dt_google_ads_3171328350,p_ads_BudgetStats_3171328350,segments_date,DATE,"Date to which metrics apply. yyyy-MM-dd format, e.g., 2018-04-17."
dt_google_ads_3171328350,p_ads_Budget_3171328350,campaign_budget_id,INTEGER,The ID of the campaign budget. A campaign budget is created using the CampaignBudgetService create operation and is assigned a budget ID. A budget ID can be shared across different campaigns; the system will then allocate the campaign budget among different campaigns to get optimum results.
dt_google_ads_3171328350,p_ads_Budget_3171328350,customer_id,INTEGER,The ID of the customer.
dt_google_ads_3171328350,p_ads_Budget_3171328350,campaign_budget_amount_micros,INTEGER,"The amount of the budget, in the local currency for the account. Amount is specified in micros, where one million is equivalent to one currency unit. Monthly spend is capped at 30.4 times this amount."
dt_google_ads_3171328350,p_ads_Budget_3171328350,campaign_budget_delivery_method,STRING,The delivery method that determines the rate at which the campaign budget is spent. Defaults to STANDARD if unspecified in a create operation.
dt_google_ads_3171328350,p_ads_Budget_3171328350,campaign_budget_explicitly_shared,BOOLEAN,"Specifies whether the budget is explicitly shared. Defaults to true if unspecified in a create operation. If true, the budget was created with the purpose of sharing across one or more campaigns. If false, the budget was created with the intention of only being used with a single campaign. The budget's name and status will stay in sync with the campaign's name and status. Attempting to share the budget with a second campaign will result in an error. A non-shared budget can become an explicitly shared. The same operation must also assign the budget a name. A shared campaign budget can never become non-shared."
dt_google_ads_3171328350,p_ads_Budget_3171328350,campaign_budget_has_recommended_budget,BOOLEAN,Indicates whether there is a recommended budget for this campaign budget. This field is read-only.
dt_google_ads_3171328350,p_ads_Budget_3171328350,campaign_budget_name,STRING,"The name of the campaign budget. When creating a campaign budget through CampaignBudgetService, every explicitly shared campaign budget must have a non-null, non-empty name. Campaign budgets that are not explicitly shared derive their name from the attached campaign's name. The length of this string must be between 1 and 255, inclusive, in UTF-8 bytes, (trimmed)."
dt_google_ads_3171328350,p_ads_Budget_3171328350,campaign_budget_period,STRING,Period over which to spend the budget. Defaults to DAILY if not specified.
dt_google_ads_3171328350,p_ads_Budget_3171328350,campaign_budget_recommended_budget_amount_micros,INTEGER,"The recommended budget amount. If no recommendation is available, this will be set to the budget amount. Amount is specified in micros, where one million is equivalent to one currency unit. This field is read-only."
dt_google_ads_3171328350,p_ads_Budget_3171328350,campaign_budget_reference_count,INTEGER,The number of campaigns actively using the budget. This field is read-only.
dt_google_ads_3171328350,p_ads_Budget_3171328350,campaign_budget_status,STRING,The status of this campaign budget. This field is read-only.
dt_google_ads_3171328350,p_ads_Budget_3171328350,campaign_budget_total_amount_micros,INTEGER,"The lifetime amount of the budget, in the local currency for the account. Amount is specified in micros, where one million is equivalent to one currency unit."
dt_google_ads_3171328350,p_ads_Budget_3171328350,customer_descriptive_name,STRING,"Optional, non-unique descriptive name of the customer."
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,campaign_asset_asset,STRING,The asset which is linked to the campaign.
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,campaign_asset_campaign,STRING,The campaign to which the asset is linked.
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,campaign_asset_field_type,STRING,Role that the asset takes under the linked campaign.
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,campaign_asset_resource_name,STRING,The resource name of the campaign asset. CampaignAsset resource names have the form: customers/{customer_id}/campaignAssets/{campaign_id}~{asset_id}~{field_type}
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,campaign_asset_source,STRING,Source of the campaign asset link.
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,campaign_asset_status,STRING,Status of the campaign asset.
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,metrics_average_cpc,FLOAT,The total cost of all clicks divided by the total number of clicks received.
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,metrics_average_cpe,FLOAT,The average amount that you've been charged for an ad engagement. This amount is the total cost of all ad engagements divided by the total number of ad engagements.
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,metrics_average_cpm,FLOAT,Average cost-per-thousand impressions (CPM).
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,metrics_average_cpv,FLOAT,The average amount you pay each time someone views your ad. The average CPV is defined by the total cost of all ad views divided by the number of views.
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,metrics_clicks,INTEGER,The number of clicks.
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,metrics_conversions,FLOAT,"The number of conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true. If you use conversion-based bidding, your bid strategies will optimize for these conversions."
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,metrics_conversions_from_interactions_rate,FLOAT,"Conversions from interactions divided by the number of ad interactions (such as clicks for text ads or views for video ads). This only includes conversion actions which include_in_conversions_metric attribute is set to true. If you use conversion-based bidding, your bid strategies will optimize for these conversions."
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,metrics_conversions_value,FLOAT,"The value of conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true. If you use conversion-based bidding, your bid strategies will optimize for these conversions."
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,metrics_cost_micros,INTEGER,The sum of your cost-per-click (CPC) and cost-per-thousand impressions (CPM) costs during this period.
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,metrics_cost_per_conversion,FLOAT,"The cost of ad interactions divided by conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true. If you use conversion-based bidding, your bid strategies will optimize for these conversions."
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,metrics_ctr,FLOAT,The number of clicks your ad receives (Clicks) divided by the number of times your ad is shown (Impressions).
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,metrics_impressions,INTEGER,Count of how often your ad has appeared on a search results page or website on the Google Network.
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,metrics_interactions,INTEGER,"The number of interactions. An interaction is the main user action associated with an ad format-clicks for text and shopping ads, views for video ads, and so on."
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,metrics_top_impression_percentage,FLOAT,The percent of your ad impressions that are shown as the very first ad above the organic search results.
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,segments_ad_network_type,STRING,Ad network type.
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,segments_date,DATE,"Date to which metrics apply. yyyy-MM-dd format, e.g., 2018-04-17."
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,segments_day_of_week,STRING,"Day of the week, for example, MONDAY."
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,segments_device,STRING,Device to which metrics apply.
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,segments_month,DATE,Month as represented by the date of the first day of a month. Formatted as yyyy-MM-dd.
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,segments_quarter,DATE,"Quarter as represented by the date of the first day of a quarter. Uses the calendar year for quarters, for example, the second quarter of 2018 starts on 2018-04-01. Formatted as yyyy-MM-dd."
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,segments_week,DATE,"Week as defined as Monday through Sunday, and represented by the date of Monday. Formatted as yyyy-MM-dd."
dt_google_ads_3171328350,p_ads_CampaignAssetStats_3171328350,segments_year,INTEGER,"Year, formatted as yyyy."
dt_google_ads_3171328350,p_ads_CampaignAudienceBasicStats_3171328350,campaign_criterion_criterion_id,STRING,Output only. The ID of the criterion. This field is ignored during mutate.
dt_google_ads_3171328350,p_ads_CampaignAudienceBasicStats_3171328350,campaign_id,INTEGER,The ID of the campaign.
dt_google_ads_3171328350,p_ads_CampaignAudienceBasicStats_3171328350,customer_id,INTEGER,The ID of the customer.
dt_google_ads_3171328350,p_ads_CampaignAudienceBasicStats_3171328350,campaign_base_campaign,STRING,"The resource name of the base campaign of a draft or experiment campaign. For base campaigns, this is equal to `resource_name`. This field is read-only."
dt_google_ads_3171328350,p_ads_CampaignAudienceBasicStats_3171328350,metrics_clicks,INTEGER,The number of clicks.
dt_google_ads_3171328350,p_ads_CampaignAudienceBasicStats_3171328350,metrics_conversions,FLOAT,The number of conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true.
dt_google_ads_3171328350,p_ads_CampaignAudienceBasicStats_3171328350,metrics_conversions_value,FLOAT,The total value of conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true.
dt_google_ads_3171328350,p_ads_CampaignAudienceBasicStats_3171328350,metrics_cost_micros,INTEGER,The sum of your cost-per-click (CPC) and cost-per-thousand impressions (CPM) costs during this period.
dt_google_ads_3171328350,p_ads_CampaignAudienceBasicStats_3171328350,metrics_impressions,INTEGER,Count of how often your ad has appeared on a search results page or website on the Google Network.
dt_google_ads_3171328350,p_ads_CampaignAudienceBasicStats_3171328350,metrics_interaction_event_types,STRING,The types of payable and free interactions.
dt_google_ads_3171328350,p_ads_CampaignAudienceBasicStats_3171328350,metrics_interactions,INTEGER,"The number of interactions. An interaction is the main user action associated with an ad format-clicks for text and shopping ads, views for video ads, and so on."
dt_google_ads_3171328350,p_ads_CampaignAudienceBasicStats_3171328350,metrics_view_through_conversions,INTEGER,"The total number of view-through conversions. These happen when a customer sees an image or rich media ad, then later completes a conversion on your site without interacting with (e.g., clicking on) another ad."
dt_google_ads_3171328350,p_ads_CampaignAudienceBasicStats_3171328350,segments_ad_network_type,STRING,Ad network type.
dt_google_ads_3171328350,p_ads_CampaignAudienceBasicStats_3171328350,segments_date,DATE,"Date to which metrics apply. yyyy-MM-dd format, e.g., 2018-04-17."
dt_google_ads_3171328350,p_ads_CampaignAudienceBasicStats_3171328350,segments_device,STRING,Device to which metrics apply.
dt_google_ads_3171328350,p_ads_CampaignAudienceBasicStats_3171328350,segments_slot,STRING,Position of the ad.
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,campaign_criterion_criterion_id,STRING,Output only. The ID of the criterion. This field is ignored during mutate.
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,campaign_id,INTEGER,The ID of the campaign.
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,customer_id,INTEGER,The ID of the customer.
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,campaign_base_campaign,STRING,"The resource name of the base campaign of a draft or experiment campaign. For base campaigns, this is equal to `resource_name`. This field is read-only."
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,metrics_all_conversions,FLOAT,The total number of conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true.
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,metrics_all_conversions_value,FLOAT,The total value of all conversions.
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,metrics_conversions,FLOAT,The number of conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true.
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,metrics_conversions_value,FLOAT,The total value of conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true.
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,metrics_cross_device_conversions,FLOAT,"Conversions from when a customer clicks on a Google Ads ad on one device, then converts on a different device or browser. Cross-device conversions are already included in all_conversions."
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,metrics_value_per_all_conversions,FLOAT,The value of all conversions divided by the number of all conversions.
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,metrics_value_per_conversion,FLOAT,The value of conversions divided by the number of conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true.
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,metrics_view_through_conversions,INTEGER,"The total number of view-through conversions. These happen when a customer sees an image or rich media ad, then later completes a conversion on your site without interacting with (e.g., clicking on) another ad."
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,segments_ad_network_type,STRING,Ad network type.
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,segments_conversion_action,STRING,Resource name of the conversion action.
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,segments_conversion_action_category,STRING,Conversion action category.
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,segments_conversion_action_name,STRING,Conversion action name.
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,segments_date,DATE,"Date to which metrics apply. yyyy-MM-dd format, e.g., 2018-04-17."
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,segments_day_of_week,STRING,"Day of the week, e.g., MONDAY."
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,segments_device,STRING,Device to which metrics apply.
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,segments_month,DATE,Month as represented by the date of the first day of a month. Formatted as yyyy-MM-dd.
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,segments_quarter,DATE,"Quarter as represented by the date of the first day of a quarter. Uses the calendar year for quarters, e.g., the second quarter of 2018 starts on 2018-04-01. Formatted as yyyy-MM-dd."
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,segments_week,DATE,"Week as defined as Monday through Sunday, and represented by the date of Monday. Formatted as yyyy-MM-dd."
dt_google_ads_3171328350,p_ads_CampaignAudienceConversionStats_3171328350,segments_year,INTEGER,"Year, formatted as yyyy."
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,campaign_criterion_criterion_id,STRING,Output only. The ID of the criterion. This field is ignored during mutate.
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,campaign_id,INTEGER,The ID of the campaign.
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,customer_id,INTEGER,The ID of the customer.
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,campaign_base_campaign,STRING,"The resource name of the base campaign of a draft or experiment campaign. For base campaigns, this is equal to `resource_name`. This field is read-only."
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,metrics_average_cpe,FLOAT,The average amount that you've been charged for an ad engagement. This amount is the total cost of all ad engagements divided by the total number of ad engagements.
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,metrics_average_cpv,FLOAT,The average amount you pay each time someone views your ad. The average CPV is defined by the total cost of all ad views divided by the number of views.
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,metrics_engagement_rate,FLOAT,How often people engage with your ad after it's shown to them. This is the number of ad expansions divided by the number of times your ad is shown.
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,metrics_engagements,INTEGER,"The number of engagements. An engagement occurs when a viewer expands your Lightbox ad. Also, in the future, other ad types may support engagement metrics."
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,metrics_video_view_rate,FLOAT,"The number of views your TrueView video ad receives divided by its number of impressions, including thumbnail impressions for TrueView in-display ads."
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,metrics_video_views,INTEGER,The number of times your video ads were viewed.
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,segments_ad_network_type,STRING,Ad network type.
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,segments_date,DATE,"Date to which metrics apply. yyyy-MM-dd format, e.g., 2018-04-17."
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,segments_day_of_week,STRING,"Day of the week, e.g., MONDAY."
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,segments_device,STRING,Device to which metrics apply.
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,segments_month,DATE,Month as represented by the date of the first day of a month. Formatted as yyyy-MM-dd.
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,segments_quarter,DATE,"Quarter as represented by the date of the first day of a quarter. Uses the calendar year for quarters, e.g., the second quarter of 2018 starts on 2018-04-01. Formatted as yyyy-MM-dd."
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,segments_week,DATE,"Week as defined as Monday through Sunday, and represented by the date of Monday. Formatted as yyyy-MM-dd."
dt_google_ads_3171328350,p_ads_CampaignAudienceNonClickStats_3171328350,segments_year,INTEGER,"Year, formatted as yyyy."
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,campaign_criterion_criterion_id,STRING,Output only. The ID of the criterion. This field is ignored during mutate.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,campaign_id,INTEGER,The ID of the campaign.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,customer_id,INTEGER,The ID of the customer.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,campaign_base_campaign,STRING,"The resource name of the base campaign of a draft or experiment campaign. For base campaigns, this is equal to `resource_name`. This field is read-only."
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_active_view_cpm,FLOAT,Average cost of viewable impressions (`active_view_impressions`).
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_active_view_ctr,FLOAT,Active view measurable clicks divided by active view viewable impressions. This metric is reported only for display network.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_active_view_impressions,INTEGER,A measurement of how often your ad has become viewable on a Display Network site.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_active_view_measurability,FLOAT,The ratio of impressions that could be measured by Active View over the number of served impressions.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_active_view_measurable_cost_micros,INTEGER,The cost of the impressions you received that were measurable by Active View.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_active_view_measurable_impressions,INTEGER,The number of times your ads are appearing on placements in positions where they can be seen.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_active_view_viewability,FLOAT,The percentage of time when your ad appeared on an Active View enabled site (measurable impressions) and was viewable (viewable impressions).
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_all_conversions_from_interactions_rate,FLOAT,All conversions from interactions (as oppose to view through conversions) divided by the number of ad interactions.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_average_cost,FLOAT,The average amount you pay per interaction. This amount is the total cost of your ads divided by the total number of interactions.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_average_cpc,FLOAT,The total cost of all clicks divided by the total number of clicks received.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_average_cpm,FLOAT,Average cost-per-thousand impressions (CPM).
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_clicks,INTEGER,The number of clicks.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_conversions,FLOAT,The number of conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_conversions_from_interactions_rate,FLOAT,Conversions from interactions divided by the number of ad interactions (such as clicks for text ads or views for video ads). This only includes conversion actions which include_in_conversions_metric attribute is set to true.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_conversions_value,FLOAT,The total value of conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_cost_micros,INTEGER,The sum of your cost-per-click (CPC) and cost-per-thousand impressions (CPM) costs during this period.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_cost_per_all_conversions,FLOAT,The cost of ad interactions divided by all conversions.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_cost_per_conversion,FLOAT,The cost of ad interactions divided by conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_ctr,FLOAT,The number of clicks your ad receives (Clicks) divided by the number of times your ad is shown (Impressions).
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_gmail_forwards,INTEGER,The number of times the ad was forwarded to someone else as a message.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_gmail_saves,INTEGER,The number of times someone has saved your Gmail ad to their inbox as a message.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_gmail_secondary_clicks,INTEGER,The number of clicks to the landing page on the expanded state of Gmail ads.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_impressions,INTEGER,Count of how often your ad has appeared on a search results page or website on the Google Network.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_interaction_event_types,STRING,The types of payable and free interactions.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_interaction_rate,FLOAT,How often people interact with your ad after it is shown to them. This is the number of interactions divided by the number of times your ad is shown.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_interactions,INTEGER,"The number of interactions. An interaction is the main user action associated with an ad format-clicks for text and shopping ads, views for video ads, and so on."
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,metrics_value_per_conversion,FLOAT,The value of conversions divided by the number of conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,segments_ad_network_type,STRING,Ad network type.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,segments_click_type,STRING,Click type.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,segments_date,DATE,"Date to which metrics apply. yyyy-MM-dd format, e.g., 2018-04-17."
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,segments_day_of_week,STRING,"Day of the week, e.g., MONDAY."
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,segments_device,STRING,Device to which metrics apply.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,segments_month,DATE,Month as represented by the date of the first day of a month. Formatted as yyyy-MM-dd.
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,segments_quarter,DATE,"Quarter as represented by the date of the first day of a quarter. Uses the calendar year for quarters, e.g., the second quarter of 2018 starts on 2018-04-01. Formatted as yyyy-MM-dd."
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,segments_week,DATE,"Week as defined as Monday through Sunday, and represented by the date of Monday. Formatted as yyyy-MM-dd."
dt_google_ads_3171328350,p_ads_CampaignAudienceStats_3171328350,segments_year,INTEGER,"Year, formatted as yyyy."
dt_google_ads_3171328350,p_ads_CampaignAudience_3171328350,campaign_criterion_criterion_id,STRING,Output only. The ID of the criterion. This field is ignored during mutate.
dt_google_ads_3171328350,p_ads_CampaignAudience_3171328350,campaign_id,INTEGER,The ID of the campaign.
dt_google_ads_3171328350,p_ads_CampaignAudience_3171328350,customer_id,INTEGER,The ID of the customer.
dt_google_ads_3171328350,p_ads_CampaignAudience_3171328350,campaign_base_campaign,STRING,"The resource name of the base campaign of a draft or experiment campaign. For base campaigns, this is equal to `resource_name`. This field is read-only."
dt_google_ads_3171328350,p_ads_CampaignAudience_3171328350,campaign_criterion_bid_modifier,STRING,Portfolio bidding strategy used by campaign.
dt_google_ads_3171328350,p_ads_CampaignBasicStats_3171328350,campaign_id,INTEGER,The ID of the campaign.
dt_google_ads_3171328350,p_ads_CampaignBasicStats_3171328350,customer_id,INTEGER,The ID of the customer.
dt_google_ads_3171328350,p_ads_CampaignBasicStats_3171328350,campaign_base_campaign,STRING,"The resource name of the base campaign of a draft or experiment campaign. For base campaigns, this is equal to `resource_name`. This field is read-only."
dt_google_ads_3171328350,p_ads_CampaignBasicStats_3171328350,metrics_clicks,INTEGER,The number of clicks.
dt_google_ads_3171328350,p_ads_CampaignBasicStats_3171328350,metrics_conversions,FLOAT,The number of conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true.
dt_google_ads_3171328350,p_ads_CampaignBasicStats_3171328350,metrics_conversions_value,FLOAT,The total value of conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true.
dt_google_ads_3171328350,p_ads_CampaignBasicStats_3171328350,metrics_cost_micros,INTEGER,The sum of your cost-per-click (CPC) and cost-per-thousand impressions (CPM) costs during this period.
dt_google_ads_3171328350,p_ads_CampaignBasicStats_3171328350,metrics_impressions,INTEGER,Count of how often your ad has appeared on a search results page or website on the Google Network.
dt_google_ads_3171328350,p_ads_CampaignBasicStats_3171328350,metrics_interaction_event_types,STRING,The types of payable and free interactions.
dt_google_ads_3171328350,p_ads_CampaignBasicStats_3171328350,metrics_interactions,INTEGER,"The number of interactions. An interaction is the main user action associated with an ad format-clicks for text and shopping ads, views for video ads, and so on."
dt_google_ads_3171328350,p_ads_CampaignBasicStats_3171328350,metrics_view_through_conversions,INTEGER,"The total number of view-through conversions. These happen when a customer sees an image or rich media ad, then later completes a conversion on your site without interacting with (e.g., clicking on) another ad."
dt_google_ads_3171328350,p_ads_CampaignBasicStats_3171328350,segments_ad_network_type,STRING,Ad network type.
dt_google_ads_3171328350,p_ads_CampaignBasicStats_3171328350,segments_date,DATE,"Date to which metrics apply. yyyy-MM-dd format, e.g., 2018-04-17."
dt_google_ads_3171328350,p_ads_CampaignBasicStats_3171328350,segments_device,STRING,Device to which metrics apply.
dt_google_ads_3171328350,p_ads_CampaignBasicStats_3171328350,segments_slot,STRING,Position of the ad.
dt_google_ads_3171328350,p_ads_CampaignConversionStats_3171328350,campaign_id,INTEGER,The ID of the campaign.
dt_google_ads_3171328350,p_ads_CampaignConversionStats_3171328350,customer_id,INTEGER,The ID of the customer.
